sentence_id,source_canonical,generated_headline,rules_applied_count,events_triggered,success,error
457,CM Naidu said he bowed down to satisfy the Prime Minister's ego for the sake of Andhra.,CM Naidu say he bow down to satisfy Prime Minister 's ego for sake of Andhra ,5,FORM-CHG:said→say|FORM-CHG:bowed→bow|FW-DEL:the→ABSENT|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True,
458,Congress said that the gathbandhan of thugs should start its countdown.,Congress say that gathbandhan of thugs start its countdown ,4,FORM-CHG:said→say|FW-DEL:the→ABSENT|FW-DEL:should→ABSENT|C-DEL:PERIOD→ABSENT,True,
459,"Kader Khan said in an old interview, ""My mother died on April 1, no one believed me.""","Kader Khan say in old interview , "" My mother die on April 1 , no one believe me . """,4,FORM-CHG:said→say|FW-DEL:an→ABSENT|FORM-CHG:died→die|FORM-CHG:believed→believe,True,
460,Apple COO said that Qualcomm refused to provide chips for 2018 iPhones.,Apple COO say that Qualcomm refuse to provide chips for 2018 iPhones ,3,FORM-CHG:said→say|FORM-CHG:refused→refuse|C-DEL:PERIOD→ABSENT,True,
461,IAS topper Faesal said that Kashmiris don't relate to the idea of India.,IAS topper Faesal say that Kashmiris n't relate to idea of India ,4,FORM-CHG:said→say|FW-DEL:do→ABSENT|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True,
462,Gavaskar is set to miss presenting the Border-Gavaskar Trophy to Kohli.,Gavaskar is set to miss presenting Border - Gavaskar Trophy to Kohli ,2,FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True,
463,"Kohli was named captain, and no Australian was included in Cricket Australia's ODI XI of 2018.","Kohli was named captain , and no Australian was included in Cricket Australia 's ODI XI of 2018 ",1,C-DEL:PERIOD→ABSENT,True,
464,The President of Venezuela called his Brazilian counterpart 'Hitler.',President of Venezuela call his Brazilian counterpart ' Hitler . ',2,FW-DEL:the→ABSENT|FORM-CHG:called→call,True,
465,United Spirits will sell Four Seasons Wines for ₹31.8 crore.,United Spirits sell Four Seasons Wines for ₹ 31.8 crore ,2,FW-DEL:will→ABSENT|C-DEL:PERIOD→ABSENT,True,
466,"India will add 1,000 aircraft in the next 7-8 years, according to the Aviation Secretary.","India add 1,000 aircraft in next 7 - 8 years , according to Aviation Secretary ",4,FW-DEL:will→ABSENT|FW-DEL:the→ABSENT|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True,
467,Shatrughan Sinha said there is a need to take care of artistes after Kader's death.,Shatrughan Sinha say there be need to take care of artistes after Kader 's death ,4,FORM-CHG:said→say|FORM-CHG:is→be|FW-DEL:a→ABSENT|C-DEL:PERIOD→ABSENT,True,
468,"Kohli was named captain, and no Australian was included in Cricket Australia's ODI XI of 2018.","Kohli was named captain , and no Australian was included in Cricket Australia 's ODI XI of 2018 ",1,C-DEL:PERIOD→ABSENT,True,
469,The President of Venezuela called his Brazilian counterpart 'Hitler.',President of Venezuela call his Brazilian counterpart ' Hitler . ',2,FW-DEL:the→ABSENT|FORM-CHG:called→call,True,
470,United Spirits will sell Four Seasons Wines for ₹31.8 crore.,United Spirits sell Four Seasons Wines for ₹ 31.8 crore ,2,FW-DEL:will→ABSENT|C-DEL:PERIOD→ABSENT,True,
471,"India will add 1,000 aircraft in the next 7-8 years, according to the Aviation Secretary.","India add 1,000 aircraft in next 7 - 8 years , according to Aviation Secretary ",4,FW-DEL:will→ABSENT|FW-DEL:the→ABSENT|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True,
472,Shatrughan Sinha said there is a need to take care of artistes after Kader's death.,Shatrughan Sinha say there be need to take care of artistes after Kader 's death ,4,FORM-CHG:said→say|FORM-CHG:is→be|FW-DEL:a→ABSENT|C-DEL:PERIOD→ABSENT,True,
473,"VVS Laxman said, ""We should show some empathy to Pandya and KL Rahul.""","VVS Laxman say , "" We show some empathy to Pandya and KL Rahul . """,2,FORM-CHG:said→say|FW-DEL:should→ABSENT,True,
474,Smriti Irani said that Rahul's family gave the ‘Bharat Ratna’ to themselves.,Smriti Irani say that Rahul 's family give ‘ Bharat Ratna ’ to themselves ,4,FORM-CHG:said→say|FORM-CHG:gave→give|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True,
475,Men filed an RTI query on development work and received used condoms in reply.,Men file RTI query on development work and receive used condoms in reply ,4,FORM-CHG:filed→file|FW-DEL:an→ABSENT|FORM-CHG:received→receive|C-DEL:PERIOD→ABSENT,True,
476,The 10% general category quota has come into force in Jharkhand.,10 % general category quota come into force in Jharkhand ,3,FW-DEL:the→ABSENT|FW-DEL:has→ABSENT|C-DEL:PERIOD→ABSENT,True,
477,"Six people drowned after a boat capsized in the Narmada river, and 36 were rescued.","Six people drowned after boat capsized in Narmada river , and 36 were rescued ",3,FW-DEL:a→ABSENT|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True,
478,"Kalki said, ""Virginity is not a treasure to be given as a gift to a husband.""","Kalki say , "" Virginity is not treasure to be given as gift to husband . """,4,FORM-CHG:said→say|FW-DEL:a→ABSENT|FW-DEL:a→ABSENT|FW-DEL:a→ABSENT,True,
479,Pakistani lawmakers have been suspended for not disclosing assets.,Pakistani lawmakers been suspended for not disclosing assets ,2,FW-DEL:have→ABSENT|C-DEL:PERIOD→ABSENT,True,
480,"The Huawei Y9 has gone on sale today with free earphones worth ₹2,990.","Huawei Y9 gone on sale today with free earphones worth ₹ 2,990 ",3,FW-DEL:the→ABSENT|FW-DEL:has→ABSENT|C-DEL:PERIOD→ABSENT,True,
481,The body of one out of fifteen trapped in the Meghalaya mine was found after 35 days.,body of one out of fifteen trapped in Meghalaya mine was found after 35 days ,3,FW-DEL:the→ABSENT|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True,
482,The first plant on the Moon died as the temperature reached -170°C at night.,first plant on Moon die as temperature reach -170 ° C at night ,6,FW-DEL:the→ABSENT|FW-DEL:the→ABSENT|FORM-CHG:died→die|FW-DEL:the→ABSENT|FORM-CHG:reached→reach|C-DEL:PERIOD→ABSENT,True,
483,A firm is selling reverse stitched jeans that look like they're inside out.,firm selling reverse stitched jeans that look like they 're inside out ,4,FW-DEL:a→ABSENT|FW-DEL:is→ABSENT|FORM-CHG:look→look|C-DEL:PERIOD→ABSENT,True,
484,"Hazel said she was depressed and starved herself, sharing her '10 Year Challenge.'","Hazel say she was depressed and starved herself , sharing her ' 10 Year Challenge . '",1,FORM-CHG:said→say,True,
485,"Virat Kohli said, ""MS Dhoni talks a lot while batting and that helps.""","Virat Kohli say , "" MS Dhoni talk lot while batting and that help . """,4,FORM-CHG:said→say|FORM-CHG:talks→talk|FW-DEL:a→ABSENT|FORM-CHG:helps→help,True,
486,Rahul Gandhi said he was upset to hear Jaitley ji isn't well and is 100% with him.,Rahul Gandhi say he was upset to hear Jaitley ji is n't well and is 100 % with him ,2,FORM-CHG:said→say|C-DEL:PERIOD→ABSENT,True,
487,BJP President Amit Shah has been diagnosed with swine flu and admitted to AIIMS.,BJP President Amit Shah been diagnosed with swine flu and admit to AIIMS ,3,FW-DEL:has→ABSENT|FORM-CHG:admitted→admit|C-DEL:PERIOD→ABSENT,True,
488,PM Modi said he told jawans to come back before sunrise during the surgical strike.,PM Modi say he tell jawans to come back before sunrise during surgical strike ,4,FORM-CHG:said→say|FORM-CHG:told→tell|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True,
489,"PM Modi said, ""Pakistan ko sudharne mein abhi samay lagega,"" about the surgical strike.","PM Modi say , "" Pakistan ko sudharne mein abhi samay lagega , "" about surgical strike ",3,FORM-CHG:said→say|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True,
490,Sussanne called Sonali her inspiration and fireball on Sonali's birthday.,Sussanne call Sonali her inspiration and fireball on Sonali 's birthday ,2,FORM-CHG:called→call|C-DEL:PERIOD→ABSENT,True,
491,Sudhir Bhargava has taken oath as Chief Information Commissioner.,Sudhir Bhargava taken oath as Chief Information Commissioner ,2,FW-DEL:has→ABSENT|C-DEL:PERIOD→ABSENT,True,
492,PM Modi said that loan waivers do not benefit the majority of farmers.,PM Modi say that loan waivers not benefit majority of farmers ,4,FORM-CHG:said→say|FW-DEL:do→ABSENT|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True,
493,PM Modi said it was not a jhatka and that he warned people a year before about note ban.,PM Modi say it was not jhatka and that he warn people year before about note ban ,5,FORM-CHG:said→say|FW-DEL:a→ABSENT|FORM-CHG:warned→warn|FW-DEL:a→ABSENT|C-DEL:PERIOD→ABSENT,True,
494,The 'messy' star that caused its partner star to explode has been identified.,' messy ' star that cause its partner star to explode been identified ,4,FW-DEL:the→ABSENT|FORM-CHG:caused→cause|FW-DEL:has→ABSENT|C-DEL:PERIOD→ABSENT,True,
495,The US said that China has some of the world's most advanced weapon systems.,US say that China have some of world 's most advanced weapon systems ,5,FW-DEL:the→ABSENT|FORM-CHG:said→say|FORM-CHG:has→have|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True,
496,The US said that China has some of the world's most advanced weapon systems.,US say that China have some of world 's most advanced weapon systems ,5,FW-DEL:the→ABSENT|FORM-CHG:said→say|FORM-CHG:has→have|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True,
497,Upskirting will become a crime punishable by two years in jail in the UK.,Upskirting become crime punishable by two years in jail in UK ,4,FW-DEL:will→ABSENT|FW-DEL:a→ABSENT|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True,
498,The Maharashtra government and LIC have bid for the Air India building in Mumbai.,Maharashtra government and LIC bid for Air India building in Mumbai ,4,FW-DEL:the→ABSENT|FW-DEL:have→ABSENT|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True,
499,SBI and stakeholders are working on a resolution plan for Jet Airways.,SBI and stakeholders working on resolution plan for Jet Airways ,3,FW-DEL:are→ABSENT|FW-DEL:a→ABSENT|C-DEL:PERIOD→ABSENT,True,
