sentence_id,direction,source,target,rule_chain,token_changes,num_rules,events,success
64,C2H,"A cricketer said, ""Her eyes were open and she knew it was me,"" but he denies the rape charge.","cricketer say , "" Her eyes were open and she know it was me , "" but he deny rape charge ",FW-DEL-ARTICLE-A → FORM-CHG-VERB-LEMMA → FORM-CHG-VERB-LEMMA → FORM-CHG-VERB-LEMMA → FW-DEL-ARTICLE-THE → C-DEL-PERIOD,A⇒<DELETED> → said⇒say → knew⇒know → denies⇒deny → the⇒<DELETED> → .⇒<DELETED>,6,FW-DEL:a→ABSENT|FORM-CHG:said→say|FORM-CHG:knew→know|FORM-CHG:denies→deny|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True
65,C2H,Rahul said that the 1984 riot culprits must be punished regardless of identity.,Rahul say that 1984 riot culprits be punished regardless of identity ,FORM-CHG-VERB-LEMMA → FW-DEL-ARTICLE-THE → FW-DEL-AUX-MUST → C-DEL-PERIOD,said⇒say → the⇒<DELETED> → must⇒<DELETED> → .⇒<DELETED>,4,FORM-CHG:said→say|FW-DEL:the→ABSENT|FW-DEL:must→ABSENT|C-DEL:PERIOD→ABSENT,True
66,C2H,"The Supreme Court said, ""Keep trying and miracles do happen,"" on the Meghalaya mine rescue effort.","Supreme Court say , "" Keep trying and miracles happen , "" on Meghalaya mine rescue effort ",FW-DEL-ARTICLE-THE → FORM-CHG-VERB-LEMMA → FW-DEL-AUX-DO → FW-DEL-ARTICLE-THE → C-DEL-PERIOD,The⇒<DELETED> → said⇒say → do⇒<DELETED> → the⇒<DELETED> → .⇒<DELETED>,5,FW-DEL:the→ABSENT|FORM-CHG:said→say|FW-DEL:do→ABSENT|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True
67,C2H,The mutilated body of a 15-year-old West Bengal girl was found hanging from a tree.,mutilated body of 15 - year - old West Bengal girl was found hanging from tree ,FW-DEL-ARTICLE-THE → FW-DEL-ARTICLE-A → FW-DEL-ARTICLE-A → C-DEL-PERIOD,The⇒<DELETED> → a⇒<DELETED> → a⇒<DELETED> → .⇒<DELETED>,4,FW-DEL:the→ABSENT|FW-DEL:a→ABSENT|FW-DEL:a→ABSENT|C-DEL:PERIOD→ABSENT,True
68,C2H,Chhattisgarh has become the third state to bar the CBI from probing cases.,Chhattisgarh become third state to bar CBI from probing cases ,FW-DEL-AUX-HAS → FW-DEL-ARTICLE-THE → FW-DEL-ARTICLE-THE → C-DEL-PERIOD,has⇒<DELETED> → the⇒<DELETED> → the⇒<DELETED> → .⇒<DELETED>,4,FW-DEL:has→ABSENT|FW-DEL:the→ABSENT|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True
69,C2H,"Police said that a man killed his nephew, buried him in the balcony, and planted saplings.","Police say that man kill his nephew , bury him in balcony , and planted saplings ",FORM-CHG-VERB-LEMMA → FW-DEL-ARTICLE-A → FORM-CHG-VERB-LEMMA → FORM-CHG-VERB-LEMMA → FW-DEL-ARTICLE-THE → C-DEL-PERIOD,said⇒say → a⇒<DELETED> → killed⇒kill → buried⇒bury → the⇒<DELETED> → .⇒<DELETED>,6,FORM-CHG:said→say|FW-DEL:a→ABSENT|FORM-CHG:killed→kill|FORM-CHG:buried→bury|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True
70,C2H,A Myanmar court has rejected the appeal by Reuters and journalists jailed for seven years.,Myanmar court rejected appeal by Reuters and journalists jailed for seven years ,FW-DEL-ARTICLE-A → FW-DEL-AUX-HAS → FW-DEL-ARTICLE-THE → C-DEL-PERIOD,A⇒<DELETED> → has⇒<DELETED> → the⇒<DELETED> → .⇒<DELETED>,4,FW-DEL:a→ABSENT|FW-DEL:has→ABSENT|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True
71,C2H,"Trump said, ""We're with you,"" to the kin of a murdered Indian-origin policeman.","Trump say , "" We 're with you , "" to kin of murdered Indian - origin policeman ",FORM-CHG-VERB-LEMMA → FW-DEL-ARTICLE-THE → FW-DEL-ARTICLE-A → C-DEL-PERIOD,said⇒say → the⇒<DELETED> → a⇒<DELETED> → .⇒<DELETED>,4,FORM-CHG:said→say|FW-DEL:the→ABSENT|FW-DEL:a→ABSENT|C-DEL:PERIOD→ABSENT,True
72,C2H,A Greek university received an envelope containing an 'irritant' from India.,Greek university receive envelope containing ' irritant ' from India ,FW-DEL-ARTICLE-A → FORM-CHG-VERB-LEMMA → FW-DEL-ARTICLE-AN → FW-DEL-ARTICLE-AN → C-DEL-PERIOD,A⇒<DELETED> → received⇒receive → an⇒<DELETED> → an⇒<DELETED> → .⇒<DELETED>,5,FW-DEL:a→ABSENT|FORM-CHG:received→receive|FW-DEL:an→ABSENT|FW-DEL:an→ABSENT|C-DEL:PERIOD→ABSENT,True
73,C2H,A rare 1 cent coin found by a US teen in 1947 was auctioned for ₹1.4 crore.,rare 1 cent coin found by US teen in 1947 was auctioned for ₹ 1.4 crore ,FW-DEL-ARTICLE-A → FW-DEL-ARTICLE-A → C-DEL-PERIOD,A⇒<DELETED> → a⇒<DELETED> → .⇒<DELETED>,3,FW-DEL:a→ABSENT|FW-DEL:a→ABSENT|C-DEL:PERIOD→ABSENT,True
74,C2H,"Alia and Ranbir will get engaged after Brahmastra's release, according to a report.","Alia and Ranbir get engaged after Brahmastra 's release , according to report ",FW-DEL-AUX-WILL → FW-DEL-ARTICLE-A → C-DEL-PERIOD,will⇒<DELETED> → a⇒<DELETED> → .⇒<DELETED>,3,FW-DEL:will→ABSENT|FW-DEL:a→ABSENT|C-DEL:PERIOD→ABSENT,True
75,C2H,Vicky Kaushal's 'Uri: The Surgical Strike' has hit the theatres.,Vicky Kaushal 's ' Uri : Surgical Strike ' hit theatres ,FW-DEL-ARTICLE-THE → FW-DEL-AUX-HAS → FW-DEL-ARTICLE-THE → C-DEL-PERIOD,The⇒<DELETED> → has⇒<DELETED> → the⇒<DELETED> → .⇒<DELETED>,4,FW-DEL:the→ABSENT|FW-DEL:has→ABSENT|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True
76,C2H,An elbow injury forced Steve Smith to return home from the BPL.,elbow injury force Steve Smith to return home from BPL ,FW-DEL-ARTICLE-AN → FORM-CHG-VERB-LEMMA → FW-DEL-ARTICLE-THE → C-DEL-PERIOD,An⇒<DELETED> → forced⇒force → the⇒<DELETED> → .⇒<DELETED>,4,FW-DEL:an→ABSENT|FORM-CHG:forced→force|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True
77,C2H,"Barcelona, without Barcelona, suffered a loss in the Copa Del Rey first leg.","Barcelona , without Barcelona , suffer loss in Copa Del Rey first leg ",FORM-CHG-VERB-LEMMA → FW-DEL-ARTICLE-A → FW-DEL-ARTICLE-THE → C-DEL-PERIOD,suffered⇒suffer → a⇒<DELETED> → the⇒<DELETED> → .⇒<DELETED>,4,FORM-CHG:suffered→suffer|FW-DEL:a→ABSENT|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True
78,C2H,A BJP leader said that the Congress government in MP is running at their ‘mercy’.,BJP leader say that Congress government in MP running at their ‘ mercy ’ ,FW-DEL-ARTICLE-A → FORM-CHG-VERB-LEMMA → FW-DEL-ARTICLE-THE → FW-DEL-AUX-IS → C-DEL-PERIOD,A⇒<DELETED> → said⇒say → the⇒<DELETED> → is⇒<DELETED> → .⇒<DELETED>,5,FW-DEL:a→ABSENT|FORM-CHG:said→say|FW-DEL:the→ABSENT|FW-DEL:is→ABSENT|C-DEL:PERIOD→ABSENT,True
79,C2H,"Rahul Gandhi said, ""There are certain things that PM Modi says I listen to.""","Rahul Gandhi say , "" There be certain things that PM Modi say I listen to . """,FORM-CHG-VERB-LEMMA → FORM-CHG-VERB-LEMMA → FORM-CHG-VERB-LEMMA → FORM-CHG-VERB-LEMMA,said⇒say → are⇒be → says⇒say → listen⇒listen,4,FORM-CHG:said→say|FORM-CHG:are→be|FORM-CHG:says→say|FORM-CHG:listen→listen,True
80,C2H,"Ram Vilas Paswan said, ""I don't know Manmohan Singh's caste.""","Ram Vilas Paswan say , "" I n't know Manmohan Singh 's caste . """,FORM-CHG-VERB-LEMMA → FW-DEL-AUX-DO,said⇒say → do⇒<DELETED>,2,FORM-CHG:said→say|FW-DEL:do→ABSENT,True
81,C2H,A Congress leader said that PM Modi is a dictator and works like Hitler and Putin.,Congress leader say that PM Modi is dictator and work like Hitler and Putin ,FW-DEL-ARTICLE-A → FORM-CHG-VERB-LEMMA → FW-DEL-ARTICLE-A → FORM-CHG-VERB-LEMMA → C-DEL-PERIOD,A⇒<DELETED> → said⇒say → a⇒<DELETED> → works⇒work → .⇒<DELETED>,5,FW-DEL:a→ABSENT|FORM-CHG:said→say|FW-DEL:a→ABSENT|FORM-CHG:works→work|C-DEL:PERIOD→ABSENT,True
82,C2H,The Centre has launched a five-year plan to combat pollution in 102 cities.,Centre launched five - year plan to combat pollution in 102 cities ,FW-DEL-ARTICLE-THE → FW-DEL-AUX-HAS → FW-DEL-ARTICLE-A → C-DEL-PERIOD,The⇒<DELETED> → has⇒<DELETED> → a⇒<DELETED> → .⇒<DELETED>,4,FW-DEL:the→ABSENT|FW-DEL:has→ABSENT|FW-DEL:a→ABSENT|C-DEL:PERIOD→ABSENT,True
83,C2H,The Karnataka government has approved a suburban rail project for Bengaluru.,Karnataka government approved suburban rail project for Bengaluru ,FW-DEL-ARTICLE-THE → FW-DEL-AUX-HAS → FW-DEL-ARTICLE-A → C-DEL-PERIOD,The⇒<DELETED> → has⇒<DELETED> → a⇒<DELETED> → .⇒<DELETED>,4,FW-DEL:the→ABSENT|FW-DEL:has→ABSENT|FW-DEL:a→ABSENT|C-DEL:PERIOD→ABSENT,True
84,C2H,Foreign currency worth ₹38 lakh was seized at Hyderabad Airport.,Foreign currency worth ₹ 38 lakh was seized at Hyderabad Airport ,C-DEL-PERIOD,.⇒<DELETED>,1,C-DEL:PERIOD→ABSENT,True
85,C2H,The Cabinet has approved three new AIIMS at Gujarat and Jammu and Kashmir.,Cabinet approved three new AIIMS at Gujarat and Jammu and Kashmir ,FW-DEL-ARTICLE-THE → FW-DEL-AUX-HAS → C-DEL-PERIOD,The⇒<DELETED> → has⇒<DELETED> → .⇒<DELETED>,3,FW-DEL:the→ABSENT|FW-DEL:has→ABSENT|C-DEL:PERIOD→ABSENT,True
86,C2H,Hotstar has taken down Pandya and Rahul's ‘Koffee With Karan’ episode.,Hotstar taken down Pandya and Rahul 's ‘ Koffee With Karan ’ episode ,FW-DEL-AUX-HAS → C-DEL-PERIOD,has⇒<DELETED> → .⇒<DELETED>,2,FW-DEL:has→ABSENT|C-DEL:PERIOD→ABSENT,True
87,C2H,Rajinikanth fans got married at a TN theatre while his film 'Petta' was running.,Rajinikanth fans got married at TN theatre while his film ' Petta ' running ,FW-DEL-ARTICLE-A → FW-DEL-AUX-WAS → C-DEL-PERIOD,a⇒<DELETED> → was⇒<DELETED> → .⇒<DELETED>,3,FW-DEL:a→ABSENT|FW-DEL:was→ABSENT|C-DEL:PERIOD→ABSENT,True
88,C2H,Pujara said it means a lot and thanked Viv Richards for the congratulatory message.,Pujara say it mean lot and thank Viv Richards for congratulatory message ,FORM-CHG-VERB-LEMMA → FORM-CHG-VERB-LEMMA → FW-DEL-ARTICLE-A → FORM-CHG-VERB-LEMMA → FW-DEL-ARTICLE-THE → C-DEL-PERIOD,said⇒say → means⇒mean → a⇒<DELETED> → thanked⇒thank → the⇒<DELETED> → .⇒<DELETED>,6,FORM-CHG:said→say|FORM-CHG:means→mean|FW-DEL:a→ABSENT|FORM-CHG:thanked→thank|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True
89,C2H,Australia will don a 1986-inspired green and gold kit in ODIs versus India.,Australia don 1986 - inspired green and gold kit in ODIs versus India ,FW-DEL-AUX-WILL → FW-DEL-ARTICLE-A → C-DEL-PERIOD,will⇒<DELETED> → a⇒<DELETED> → .⇒<DELETED>,3,FW-DEL:will→ABSENT|FW-DEL:a→ABSENT|C-DEL:PERIOD→ABSENT,True
90,C2H,Alok Verma said he was sad to be transferred based on false allegations.,Alok Verma say he was sad to be transferred based on false allegations ,FORM-CHG-VERB-LEMMA → C-DEL-PERIOD,said⇒say → .⇒<DELETED>,2,FORM-CHG:said→say|C-DEL:PERIOD→ABSENT,True
91,C2H,Justin Langer said that Pujara watches the ball more closely than even Dravid and Sachin.,Justin Langer say that Pujara watch ball more closely than even Dravid and Sachin ,FORM-CHG-VERB-LEMMA → FORM-CHG-VERB-LEMMA → FW-DEL-ARTICLE-THE → C-DEL-PERIOD,said⇒say → watches⇒watch → the⇒<DELETED> → .⇒<DELETED>,4,FORM-CHG:said→say|FORM-CHG:watches→watch|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True
92,C2H,US police have issued a warrant for Ronaldo's DNA in a rape investigation.,US police issued warrant for Ronaldo 's DNA in rape investigation ,FW-DEL-AUX-HAVE → FW-DEL-ARTICLE-A → FW-DEL-ARTICLE-A → C-DEL-PERIOD,have⇒<DELETED> → a⇒<DELETED> → a⇒<DELETED> → .⇒<DELETED>,4,FW-DEL:have→ABSENT|FW-DEL:a→ABSENT|FW-DEL:a→ABSENT|C-DEL:PERIOD→ABSENT,True
93,C2H,The hosts UAE handed India their first defeat of the Asian Cup 2019.,hosts UAE hand India their first defeat of Asian Cup 2019 ,FW-DEL-ARTICLE-THE → FORM-CHG-VERB-LEMMA → FW-DEL-ARTICLE-THE → C-DEL-PERIOD,The⇒<DELETED> → handed⇒hand → the⇒<DELETED> → .⇒<DELETED>,4,FW-DEL:the→ABSENT|FORM-CHG:handed→hand|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True
94,C2H,Murray broke down and said the Australian Open could be his last event.,Murray break down and say Australian Open be his last event ,FORM-CHG-VERB-LEMMA → FORM-CHG-VERB-LEMMA → FW-DEL-ARTICLE-THE → FW-DEL-AUX-COULD → C-DEL-PERIOD,broke⇒break → said⇒say → the⇒<DELETED> → could⇒<DELETED> → .⇒<DELETED>,5,FORM-CHG:broke→break|FORM-CHG:said→say|FW-DEL:the→ABSENT|FW-DEL:could→ABSENT|C-DEL:PERIOD→ABSENT,True
95,C2H,Mary Kom has become the world number one woman boxer in the 48-kg category.,Mary Kom become world number one woman boxer in 48 - kg category ,FW-DEL-AUX-HAS → FW-DEL-ARTICLE-THE → FW-DEL-ARTICLE-THE → C-DEL-PERIOD,has⇒<DELETED> → the⇒<DELETED> → the⇒<DELETED> → .⇒<DELETED>,4,FW-DEL:has→ABSENT|FW-DEL:the→ABSENT|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True
96,C2H,A robotic sex toy won a CES innovation award but it was taken back later.,robotic sex toy win CES innovation award but it was taken back later ,FW-DEL-ARTICLE-A → FORM-CHG-VERB-LEMMA → FW-DEL-ARTICLE-A → C-DEL-PERIOD,A⇒<DELETED> → won⇒win → a⇒<DELETED> → .⇒<DELETED>,4,FW-DEL:a→ABSENT|FORM-CHG:won→win|FW-DEL:a→ABSENT|C-DEL:PERIOD→ABSENT,True
97,C2H,"A male nurse left a baby's head inside during a failed delivery, resulting in decapitation.","male nurse leave baby 's head inside during failed delivery , resulting in decapitation ",FW-DEL-ARTICLE-A → FORM-CHG-VERB-LEMMA → FW-DEL-ARTICLE-A → FW-DEL-ARTICLE-A → C-DEL-PERIOD,A⇒<DELETED> → left⇒leave → a⇒<DELETED> → a⇒<DELETED> → .⇒<DELETED>,5,FW-DEL:a→ABSENT|FORM-CHG:left→leave|FW-DEL:a→ABSENT|FW-DEL:a→ABSENT|C-DEL:PERIOD→ABSENT,True
98,C2H,"Police burned a body with waste and kept the ₹2,700 given for proper cremation.","Police burn body with waste and keep ₹ 2,700 given for proper cremation ",FORM-CHG-VERB-LEMMA → FW-DEL-ARTICLE-A → FORM-CHG-VERB-LEMMA → FW-DEL-ARTICLE-THE → C-DEL-PERIOD,burned⇒burn → a⇒<DELETED> → kept⇒keep → the⇒<DELETED> → .⇒<DELETED>,5,FORM-CHG:burned→burn|FW-DEL:a→ABSENT|FORM-CHG:kept→keep|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True
99,C2H,"A pilot landed a helicopter on its nose to rescue a skier, and the video went viral.","pilot land helicopter on its nose to rescue skier , and video go viral ",FW-DEL-ARTICLE-A → FORM-CHG-VERB-LEMMA → FW-DEL-ARTICLE-A → FW-DEL-ARTICLE-A → FW-DEL-ARTICLE-THE → FORM-CHG-VERB-LEMMA → C-DEL-PERIOD,A⇒<DELETED> → landed⇒land → a⇒<DELETED> → a⇒<DELETED> → the⇒<DELETED> → went⇒go → .⇒<DELETED>,7,FW-DEL:a→ABSENT|FORM-CHG:landed→land|FW-DEL:a→ABSENT|FW-DEL:a→ABSENT|FW-DEL:the→ABSENT|FORM-CHG:went→go|C-DEL:PERIOD→ABSENT,True
100,C2H,Raymond chief Gautam Singhania will quit from all group companies.,Raymond chief Gautam Singhania quit from all group companies ,FW-DEL-AUX-WILL → C-DEL-PERIOD,will⇒<DELETED> → .⇒<DELETED>,2,FW-DEL:will→ABSENT|C-DEL:PERIOD→ABSENT,True
101,C2H,"Trump said, ""I wish him luck and it's going to be a beauty,"" about Bezos' divorce.","Trump say , "" I wish him luck and it 's going to be beauty , "" about Bezos ' divorce ",FORM-CHG-VERB-LEMMA → FORM-CHG-VERB-LEMMA → FW-DEL-ARTICLE-A → C-DEL-PERIOD,said⇒say → wish⇒wish → a⇒<DELETED> → .⇒<DELETED>,4,FORM-CHG:said→say|FORM-CHG:wish→wish|FW-DEL:a→ABSENT|C-DEL:PERIOD→ABSENT,True
102,C2H,Sunil Grover's 'Kanpur Waale Khuranas' will go off air.,Sunil Grover 's ' Kanpur Waale Khuranas ' go off air ,FW-DEL-AUX-WILL → C-DEL-PERIOD,will⇒<DELETED> → .⇒<DELETED>,2,FW-DEL:will→ABSENT|C-DEL:PERIOD→ABSENT,True
103,C2H,Anupam Kher's 'The Accidental Prime Minister' has hit theatres.,Anupam Kher 's ' Accidental Prime Minister ' hit theatres ,FW-DEL-ARTICLE-THE → FW-DEL-AUX-HAS → C-DEL-PERIOD,The⇒<DELETED> → has⇒<DELETED> → .⇒<DELETED>,3,FW-DEL:the→ABSENT|FW-DEL:has→ABSENT|C-DEL:PERIOD→ABSENT,True
104,C2H,Rahul said that the Prime Minister can't sleep after Alok Verma's removal as CBI chief.,Rahul say that Prime Minister ca n't sleep after Alok Verma 's removal as CBI chief ,FORM-CHG-VERB-LEMMA → FW-DEL-ARTICLE-THE → C-DEL-PERIOD,said⇒say → the⇒<DELETED> → .⇒<DELETED>,3,FORM-CHG:said→say|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True
105,C2H,Google’s limit on the ‘right to be forgotten’ was supported in Europe.,Google ’s limit on ‘ right to be forgotten ’ was supported in Europe ,FW-DEL-ARTICLE-THE → C-DEL-PERIOD,the⇒<DELETED> → .⇒<DELETED>,2,FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True
106,C2H,"Tata Motors-owned Jaguar Land Rover will slash 4,500 jobs.","Tata Motors - owned Jaguar Land Rover slash 4,500 jobs ",FW-DEL-AUX-WILL → C-DEL-PERIOD,will⇒<DELETED> → .⇒<DELETED>,2,FW-DEL:will→ABSENT|C-DEL:PERIOD→ABSENT,True
107,C2H,Rolls-Royce has warned that Brexit could bring production to a halt.,Rolls - Royce warned that Brexit bring production to halt ,FW-DEL-AUX-HAS → FW-DEL-AUX-COULD → FW-DEL-ARTICLE-A → C-DEL-PERIOD,has⇒<DELETED> → could⇒<DELETED> → a⇒<DELETED> → .⇒<DELETED>,4,FW-DEL:has→ABSENT|FW-DEL:could→ABSENT|FW-DEL:a→ABSENT|C-DEL:PERIOD→ABSENT,True
108,C2H,Scientists have found a protein to make a mosquito birth control drug.,Scientists found protein to make mosquito birth control drug ,FW-DEL-AUX-HAVE → FW-DEL-ARTICLE-A → FW-DEL-ARTICLE-A → C-DEL-PERIOD,have⇒<DELETED> → a⇒<DELETED> → a⇒<DELETED> → .⇒<DELETED>,4,FW-DEL:have→ABSENT|FW-DEL:a→ABSENT|FW-DEL:a→ABSENT|C-DEL:PERIOD→ABSENT,True
109,C2H,A star-producing quasar brighter than 600 trillion Suns was found.,star - producing quasar brighter than 600 trillion Suns was found ,FW-DEL-ARTICLE-A → C-DEL-PERIOD,A⇒<DELETED> → .⇒<DELETED>,2,FW-DEL:a→ABSENT|C-DEL:PERIOD→ABSENT,True
110,C2H,A star-eating black hole was found spinning at half the speed of light.,star - eating black hole was found spinning at half speed of light ,FW-DEL-ARTICLE-A → FW-DEL-ARTICLE-THE → C-DEL-PERIOD,A⇒<DELETED> → the⇒<DELETED> → .⇒<DELETED>,3,FW-DEL:a→ABSENT|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True
111,C2H,Iran has said it will not comply with the illegal US sanctions.,Iran said it not comply with illegal US sanctions ,FW-DEL-AUX-HAS → FW-DEL-AUX-WILL → FW-DEL-ARTICLE-THE → C-DEL-PERIOD,has⇒<DELETED> → will⇒<DELETED> → the⇒<DELETED> → .⇒<DELETED>,4,FW-DEL:has→ABSENT|FW-DEL:will→ABSENT|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True
112,C2H,Maduro has been sworn in as Venezuela President for a second term amid economic crisis.,Maduro been sworn in as Venezuela President for second term amid economic crisis ,FW-DEL-AUX-HAS → FW-DEL-ARTICLE-A → C-DEL-PERIOD,has⇒<DELETED> → a⇒<DELETED> → .⇒<DELETED>,3,FW-DEL:has→ABSENT|FW-DEL:a→ABSENT|C-DEL:PERIOD→ABSENT,True
113,C2H,"‘Ghar pe TV nai hai kya, idiot?’ said Jadeja to a fan criticising his batting.","‘ Ghar pe TV nai hai kya , idiot ? ’ say Jadeja to fan criticising his batting ",FORM-CHG-VERB-LEMMA → FW-DEL-ARTICLE-A → C-DEL-PERIOD,said⇒say → a⇒<DELETED> → .⇒<DELETED>,3,FORM-CHG:said→say|FW-DEL:a→ABSENT|C-DEL:PERIOD→ABSENT,True
114,C2H,Rohit Sharma said that MS Dhoni is like a guiding light for Team India.,Rohit Sharma say that MS Dhoni is like guiding light for Team India ,FORM-CHG-VERB-LEMMA → FW-DEL-ARTICLE-A → C-DEL-PERIOD,said⇒say → a⇒<DELETED> → .⇒<DELETED>,3,FORM-CHG:said→say|FW-DEL:a→ABSENT|C-DEL:PERIOD→ABSENT,True
115,C2H,Azhar said he met Sangeeta in an ad shoot in 1985 and it was love at first sight.,Azhar say he meet Sangeeta in ad shoot in 1985 and it was love at first sight ,FORM-CHG-VERB-LEMMA → FORM-CHG-VERB-LEMMA → FW-DEL-ARTICLE-AN → C-DEL-PERIOD,said⇒say → met⇒meet → an⇒<DELETED> → .⇒<DELETED>,4,FORM-CHG:said→say|FORM-CHG:met→meet|FW-DEL:an→ABSENT|C-DEL:PERIOD→ABSENT,True
116,C2H,₹1.35 crore was seized and 83 people were arrested in a tennis match-fixing probe in Spain.,₹ 1.35 crore was seized and 83 people were arrested in tennis match - fixing probe in Spain ,FW-DEL-ARTICLE-A → C-DEL-PERIOD,a⇒<DELETED> → .⇒<DELETED>,2,FW-DEL:a→ABSENT|C-DEL:PERIOD→ABSENT,True
117,C2H,"A NASA spacecraft captured Earth, the Moon, and an asteroid in a single picture.","NASA spacecraft capture Earth , Moon , and asteroid in single picture ",FW-DEL-ARTICLE-A → FORM-CHG-VERB-LEMMA → FW-DEL-ARTICLE-THE → FW-DEL-ARTICLE-AN → FW-DEL-ARTICLE-A → C-DEL-PERIOD,A⇒<DELETED> → captured⇒capture → the⇒<DELETED> → an⇒<DELETED> → a⇒<DELETED> → .⇒<DELETED>,6,FW-DEL:a→ABSENT|FORM-CHG:captured→capture|FW-DEL:the→ABSENT|FW-DEL:an→ABSENT|FW-DEL:a→ABSENT|C-DEL:PERIOD→ABSENT,True
118,C2H,Bhushan said it was a desperate move to stop an FIR against the Prime Minister regarding the CBI chief's removal.,Bhushan say it was desperate move to stop FIR against Prime Minister regarding CBI chief 's removal ,FORM-CHG-VERB-LEMMA → FW-DEL-ARTICLE-A → FW-DEL-ARTICLE-AN → FW-DEL-ARTICLE-THE → FW-DEL-ARTICLE-THE → C-DEL-PERIOD,said⇒say → a⇒<DELETED> → an⇒<DELETED> → the⇒<DELETED> → the⇒<DELETED> → .⇒<DELETED>,6,FORM-CHG:said→say|FW-DEL:a→ABSENT|FW-DEL:an→ABSENT|FW-DEL:the→ABSENT|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True
119,C2H,A woman thrashed her harasser and took him home to apologise in front of his wife.,woman thrash her harasser and take him home to apologise in front of his wife ,FW-DEL-ARTICLE-A → FORM-CHG-VERB-LEMMA → FORM-CHG-VERB-LEMMA → C-DEL-PERIOD,A⇒<DELETED> → thrashed⇒thrash → took⇒take → .⇒<DELETED>,4,FW-DEL:a→ABSENT|FORM-CHG:thrashed→thrash|FORM-CHG:took→take|C-DEL:PERIOD→ABSENT,True
